,County,City,Postal_Code,Model_Year,Make,Model,Electric_Range,Legislative_District,Vehicle_Location,Electric_Utility,Vehicle_Type,CAFV_Eligibility,Electric_Range_Category,VID
774,Whatcom,Blaine,98230,2013,FORD,FUSION,19,42.0,POINT (-122.74888 48.99404),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,aubree.jones@example.com
782,Whitman,Pullman,99163,2020,TESLA,MODEL Y,291,9.0,POINT (-117.18147 46.73015),AVISTA CORP,BEV,Y,High,becky.hayes@example.com
783,King,Bellevue,98004,2018,CHEVROLET,VOLT,53,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,aleksa.saric@example.com
785,Pierce,Tacoma,98406,2015,FORD,FUSION,19,27.0,POINT (-122.52054 47.26887),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,thomas.slawa@example.com
793,King,Mercer Island,98040,2021,TOYOTA,PRIUS PRIME,25,41.0,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,ka.grotenhuis@example.com
796,Benton,Kennewick,99337,2020,CHEVROLET,BOLT EV,259,8.0,POINT (-119.141 46.19162),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,BEV,Y,High,ruby.chen@example.com
802,King,Seatac,98158,2017,FORD,C-MAX,20,33.0,POINT (-122.30164 47.45775),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,luke.chambers@example.com
805,Clark,Vancouver,98665,2019,TESLA,MODEL S,270,49.0,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,benas.abdullahi@example.com
807,King,Renton,98056,2019,CHEVROLET,BOLT EV,238,41.0,POINT (-122.18463 47.49929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,gail.warren@example.com
817,Okanogan,Tonasket,98855,2013,NISSAN,LEAF,75,7.0,POINT (-119.43683 48.70854),PUD NO 1 OF OKANOGAN COUNTY,BEV,Y,Low,zhivosil.babak@example.com
818,King,Sammamish,98074,2012,TOYOTA,RAV4,103,45.0,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,suzimara.dapaz@example.com
830,King,Seattle,98146,2014,CHEVROLET,VOLT,38,34.0,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,nicolas.belanger@example.com
835,King,Redmond,98072,2019,BMW,530E,15,45.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,armyt.ysmy@example.com
841,Kitsap,Silverdale,98383,2011,CHEVROLET,VOLT,35,23.0,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,PHEV,Y,Low,giray.adal@example.com
843,Kitsap,Hansville,98340,2014,NISSAN,LEAF,84,23.0,POINT (-122.54758 47.91795),PUGET SOUND ENERGY INC,BEV,Y,Low,melodie.lavoie@example.com
845,San Juan,Eastsound,98245,2018,FIAT,500,84,40.0,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,BEV,Y,Low,graciela.mota@example.com
846,Pierce,Spanaway,98387,2018,TESLA,MODEL X,238,2.0,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,theodore.hill@example.com
847,Spokane,Spokane,99204,2016,BMW,X5,14,3.0,POINT (-117.42571 47.64779),MODERN ELECTRIC WATER COMPANY,PHEV,N,Low,zhozefina.pisarchuk@example.com
853,Jefferson,Nordland,98358,2018,NISSAN,LEAF,151,24.0,POINT (-122.69107 48.05105),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,Mid,jacob.jones@example.com
856,Walla Walla,Touchet,99360,2013,FORD,FUSION,19,16.0,POINT (-118.66919 46.04238),PACIFICORP,PHEV,N,Low,regina.king@example.com
866,King,Seattle,98103,2017,SMART,FORTWO,58,43.0,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,johanne.jensen@example.com
869,King,Renton,98055,2012,NISSAN,LEAF,73,11.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,julian.menard@example.com
873,Yakima,Yakima,98908,2020,CHEVROLET,BOLT EV,259,15.0,POINT (-120.56916 46.58514),PACIFICORP,BEV,Y,High,syn.qsmy@example.com
881,Spokane,Nine Mile Falls,99026,2017,CHRYSLER,PACIFICA,33,7.0,POINT (-117.54392 47.77676),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,Y,Low,marianne.ginnish@example.com
884,Kitsap,Bremerton,98310,2015,TESLA,MODEL S,208,23.0,POINT (-122.61624 47.57772),PUGET SOUND ENERGY INC,BEV,Y,Mid,pilar.villa@example.com
888,Pierce,Fife,98424,2019,JAGUAR,I-PACE,234,25.0,POINT (-122.35686 47.23679),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,mariel.henningsen@example.com
893,Pierce,Tacoma,98465,2012,TOYOTA,PRIUS PLUG-IN,6,28.0,POINT (-122.52886 47.24977),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,mika.russ@example.com
894,Grays Harbor,Aberdeen,98520,2018,TESLA,MODEL S,249,19.0,POINT (-123.81619 46.97606),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,BEV,Y,Mid,adam.iqbal@example.com
911,King,Shoreline,98177,2015,FORD,C-MAX,19,32.0,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,elias.kauppi@example.com
912,Spokane,Spokane,99205,2021,TOYOTA,PRIUS PRIME,25,3.0,POINT (-117.45674 47.69963),MODERN ELECTRIC WATER COMPANY,PHEV,N,Low,adriana.groh@example.com
913,Pierce,Anderson Island,98303,2018,BMW,530E,14,28.0,POINT (-122.67876 47.17794),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,indalecio.damota@example.com
918,Kitsap,Port Orchard,98367,2018,TOYOTA,PRIUS PRIME,25,35.0,POINT (-122.65745 47.4916),PUGET SOUND ENERGY INC,PHEV,N,Low,britney.byrd@example.com
935,King,Kent,98030,2019,CHEVROLET,BOLT EV,238,47.0,POINT (-122.19564 47.37271),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,leo.puro@example.com
938,King,Bothell,98011,2021,BMW,X3,17,1.0,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,martin.andre@example.com
943,Pierce,Orting,98360,2020,HONDA,CLARITY,47,2.0,POINT (-122.20166 47.09596),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,asmee.gugale@example.com
947,Snohomish,Bothell,98021,2020,MITSUBISHI,OUTLANDER,22,1.0,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,PHEV,N,Low,livia.giraud@example.com
956,Island,Camano Island,98282,2020,NISSAN,LEAF,215,10.0,POINT (-122.40049 48.23986),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,BEV,Y,Mid,titouan.perez@example.com
961,Pierce,Orting,98360,2019,NISSAN,LEAF,150,2.0,POINT (-122.20166 47.09596),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,deniz.okumus@example.com
963,Spokane,Spokane,99205,2022,BMW,330E,22,3.0,POINT (-117.45674 47.69963),MODERN ELECTRIC WATER COMPANY,PHEV,N,Low,theresa.jones@example.com
964,Okanogan,Tonasket,98855,2012,TOYOTA,PRIUS PLUG-IN,6,7.0,POINT (-119.43683 48.70854),PUD NO 1 OF OKANOGAN COUNTY,PHEV,N,Low,mathilda.holtan@example.com
966,Lewis,Randle,98377,2015,FORD,FUSION,19,20.0,POINT (-121.95585 46.53534),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,PHEV,N,Low,israel.torres@example.com
967,Thurston,Olympia,98501,2022,HYUNDAI,SANTA FE,31,22.0,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,PHEV,Y,Low,raphaela.dierks@example.com
990,King,Shoreline,98133,2015,TOYOTA,PRIUS PLUG-IN,6,32.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,bartjan.pfeiffer@example.com
998,Benton,Richland,99352,2019,MINI,COUNTRYMAN,12,8.0,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),PHEV,N,Low,charlotte.williams@example.com
1001,Snohomish,Everett,98208,2012,CHEVROLET,VOLT,35,38.0,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,PHEV,Y,Low,desley.buit@example.com
1004,Yakima,Zillah,98953,2015,FORD,C-MAX,19,15.0,POINT (-120.26186 46.40186),PACIFICORP,PHEV,N,Low,melike.sepetci@example.com
1012,Kitsap,Bremerton,98312,2017,NISSAN,LEAF,107,35.0,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,BEV,Y,Mid,isabel.moore@example.com
1017,Pierce,South Hill,98373,2017,CHEVROLET,BOLT EV,238,25.0,POINT (-122.35051 47.15252),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,jonathan.sanchez@example.com
1024,Pierce,Tacoma,98418,2015,FORD,C-MAX,19,27.0,POINT (-122.43874 47.22448),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,chanakya.belligatti@example.com
1026,Pierce,Puyallup,98373,2019,TESLA,MODEL 3,220,25.0,POINT (-122.35051 47.15252),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,louella.caldwell@example.com
1034,King,Seattle,98122,2017,MERCEDES-BENZ,B-CLASS,87,37.0,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,timon.bekkers@example.com
1035,Spokane,Spokane,99204,2020,TESLA,MODEL X,293,3.0,POINT (-117.42571 47.64779),MODERN ELECTRIC WATER COMPANY,BEV,Y,High,cetin.onur@example.com
1038,Snohomish,Lynnwood,98036,2019,SUBARU,CROSSTREK,17,1.0,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,PHEV,N,Low,priyanka.keshri@example.com
1041,King,Bellevue,98007,2018,NISSAN,LEAF,151,41.0,POINT (-122.12053 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,billy.hill@example.com
1047,Lewis,Chehalis,98532,2022,JEEP,WRANGLER,21,20.0,POINT (-122.96462 46.6621),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,PHEV,N,Low,fred.robinson@example.com
1048,Snohomish,Lake Stevens,98258,2012,FISKER,KARMA,33,44.0,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,PHEV,Y,Low,mirjana.silic@example.com
1059,Douglas,East Wenatchee,98802,2017,CHEVROLET,BOLT EV,238,12.0,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY,BEV,Y,Mid,duras.erceg@example.com
1064,Whatcom,Bellingham,98225,2019,VOLVO,XC60,17,42.0,POINT (-122.47122 48.75235),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,lucas.moller@example.com
1070,King,Sammamish,98029,2020,CHRYSLER,PACIFICA,32,5.0,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,derek.larson@example.com
1074,Mason,Belfair,98528,2022,VOLVO,XC90,35,35.0,POINT (-122.82764 47.45054),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,PHEV,Y,Low,onur.akar@example.com
1078,Spokane,Cheney,99004,2022,JEEP,WRANGLER,21,6.0,POINT (-117.57445 47.48928),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,N,Low,zachary.chapman@example.com
1086,Pierce,Steilacoom,98388,2021,BMW,X3,17,28.0,POINT (-122.59802 47.17303),BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,khwrwsh.kmyrn@example.com
1088,Snohomish,Snohomish,98296,2017,BMW,I3,97,44.0,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,PHEV,Y,Low,irina.lemoine@example.com
1096,Thurston,Yelm,98597,2017,BMW,I3,81,2.0,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,BEV,Y,Low,gordana.francois@example.com
1105,Clark,Vancouver,98683,2014,BMW,I3,72,17.0,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,omur.aksit@example.com
1106,Mason,Elma,98541,2017,SMART,FORTWO,58,35.0,POINT (-123.40382 47.00379),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,BEV,Y,Low,helder.nunes@example.com
1114,Island,Langley,98260,2014,CHEVROLET,SPARK,82,10.0,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,BEV,Y,Low,jeffrey.thomas@example.com
1127,Pierce,Tacoma,98403,2021,AUDI,E-TRON,222,27.0,POINT (-122.45691 47.26496),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,malou.hansen@example.com
1134,King,Kent,98042,2018,VOLVO,XC60,17,47.0,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,vidyalaxmi.nair@example.com
1135,Thurston,Olympia,98513,2021,AUDI,Q5 E,18,2.0,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,PHEV,N,Low,mijo.rommel@example.com
1137,Kitsap,Suquamish,98392,2017,FIAT,500,84,23.0,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,BEV,Y,Low,iracema.rezende@example.com
1139,Walla Walla,Walla Walla,99362,2019,TESLA,MODEL 3,220,16.0,POINT (-118.34261 46.07068),PACIFICORP,BEV,Y,Mid,arnaud.cote@example.com
1152,Snohomish,Granite Falls,98252,2020,TESLA,MODEL 3,308,39.0,POINT (-121.96931 48.08157),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,BEV,Y,High,ruby.fowler@example.com
1153,Spokane,Spokane,99201,2019,NISSAN,LEAF,150,3.0,POINT (-117.41162 47.65726),MODERN ELECTRIC WATER COMPANY,BEV,Y,Mid,felicia.vanotterloo@example.com
1154,Kitsap,Bainbridge Island,98110,2014,MERCEDES-BENZ,B-CLASS,87,23.0,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,BEV,Y,Low,jesse.kotila@example.com
1169,King,Kirkland,98033,2018,KIA,SOUL EV,111,48.0,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,anamaria.ozuna@example.com
1172,King,Preston,98027,2015,FORD,C-MAX,19,5.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,agathe.lemoine@example.com
1173,King,Hunts Point,98004,2016,VOLVO,XC90,13,48.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,eggert.stracke@example.com
1174,Kitsap,Hansville,98340,2015,BMW,I3,72,23.0,POINT (-122.54758 47.91795),PUGET SOUND ENERGY INC,PHEV,Y,Low,stephanie.reyes@example.com
1184,King,Tukwila,98168,2018,FORD,FUSION,21,11.0,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,yasemin.schonemann@example.com
1191,Kitsap,Bainbridge Island,98110,2020,PORSCHE,TAYCAN,203,23.0,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,BEV,Y,Mid,dieter.martins@example.com
1201,Skagit,Anacortes,98221,2014,TOYOTA,PRIUS PLUG-IN,6,40.0,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,PHEV,N,Low,bruno.ribeiro@example.com
1205,Snohomish,Lynnwood,98087,2017,FORD,C-MAX,20,21.0,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,PHEV,N,Low,luitzen.wilschut@example.com
1210,Pierce,Gig Harbor,98335,2018,BMW,X5,13,26.0,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,nivia.dapaz@example.com
1220,Thurston,Tumwater,98501,2020,HONDA,CLARITY,47,22.0,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,PHEV,Y,Low,elias.kauppi@example.com
1225,King,Renton,98059,2022,JEEP,WRANGLER,22,5.0,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,juan.fernandez@example.com
1231,Clark,Ridgefield,98642,2016,BMW,I3,72,18.0,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,pilar.nunez@example.com
1236,King,North Bend,98045,2021,TOYOTA,PRIUS PRIME,25,5.0,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,silvijn.hogenes@example.com
1250,Snohomish,Arlington,98223,2014,CHEVROLET,VOLT,38,10.0,POINT (-122.1264 48.19471),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,PHEV,Y,Low,kylian.lemaire@example.com
1261,King,Kirkland,98033,2018,BMW,330E,14,45.0,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,malthe.rasmussen@example.com
1275,King,Redmond,98052,2022,TOYOTA,PRIUS PRIME,25,45.0,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,alison.grant@example.com
1282,King,Sammamish,98075,2020,AUDI,Q5 E,20,41.0,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,sofia.thomsen@example.com
1286,Snohomish,Mountlake Terrace,98043,2016,BMW,I3,72,32.0,POINT (-122.31111 47.78803),PUGET SOUND ENERGY INC,PHEV,Y,Low,james.grewal@example.com
1317,Clallam,Port Angeles,98362,2021,JEEP,WRANGLER,25,24.0,POINT (-123.4313 48.11872),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,PHEV,N,Low,nevaeh.davies@example.com
1340,Yakima,Yakima,98902,2015,FORD,FUSION,19,14.0,POINT (-120.52301 46.60138),PACIFICORP,PHEV,N,Low,anastasija.kojic@example.com
1358,Kitsap,Olalla,98359,2021,TOYOTA,RAV4 PRIME,42,26.0,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,PHEV,Y,Low,katrine.olsen@example.com
1365,Clark,Battle Ground,98604,2021,MINI,HARDTOP,110,18.0,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,ivy.edwards@example.com
1371,King,Seattle,98199,2019,HONDA,CLARITY,47,36.0,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,ozsu.yildizoglu@example.com
1372,King,Seattle,98144,2019,HYUNDAI,KONA,258,37.0,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,High,anni.hatala@example.com
1378,King,Redmond,98052,2017,KIA,OPTIMA,29,45.0,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,lonnie.dunne@example.com
1382,King,Seattle,98133,2013,CHEVROLET,VOLT,38,32.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,lorena.santos@example.com
1385,Klickitat,Goldendale,98620,2015,NISSAN,LEAF,84,14.0,POINT (-120.82548 45.823),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,BEV,Y,Low,anabela.robert@example.com
1390,King,Kenmore,98028,2012,TOYOTA,PRIUS PLUG-IN,6,46.0,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,cassandra.holmes@example.com
1397,King,Snoqualmie,98065,2020,BMW,X3,17,5.0,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,elias.skauge@example.com
1400,Skagit,Bellingham,98229,2021,VOLVO,XC60,18,40.0,POINT (-122.45516 48.74487),PUGET SOUND ENERGY INC,PHEV,N,Low,elias.jorgensen@example.com
1408,Snohomish,Arlington,98223,2014,TESLA,MODEL S,208,38.0,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,BEV,Y,Mid,akash.singh@example.com
1415,Pierce,Spanaway,98387,2016,KIA,SOUL,93,28.0,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,liselotte.roussel@example.com
1417,Pierce,Bonney Lake,98391,2019,VOLKSWAGEN,E-GOLF,125,31.0,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,zakariya.westendorp@example.com
1421,Clark,Vancouver,98661,2020,MITSUBISHI,OUTLANDER,22,49.0,POINT (-122.62934 45.63201),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,silvio.petit@example.com
1429,Mason,Belfair,98528,2017,BMW,X5,14,35.0,POINT (-122.82764 47.45054),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,PHEV,N,Low,guillaume.barbier@example.com
1432,Clark,Vancouver,98661,2018,TOYOTA,PRIUS PRIME,25,49.0,POINT (-122.62934 45.63201),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,victor.pedersen@example.com
1434,Skagit,Anacortes,98221,2019,MERCEDES-BENZ,GLC-CLASS,10,40.0,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,PHEV,N,Low,caleb.hopkins@example.com
1443,King,Des Moines,98198,2022,CHRYSLER,PACIFICA,32,33.0,POINT (-122.29592 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,victoria.marin@example.com
1451,Thurston,Rainier,98576,2013,TESLA,MODEL S,208,20.0,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,BEV,Y,Mid,selmer.antonsen@example.com
1457,Snohomish,Monroe,98272,2021,MINI,HARDTOP,110,39.0,POINT (-121.98087 47.8526),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,BEV,Y,Mid,ysmn.rdyy@example.com
1462,Yakima,Sunnyside,98944,2020,CHRYSLER,PACIFICA,32,15.0,POINT (-120.00949 46.32379),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,PHEV,Y,Low,roger.stanley@example.com
1474,Snohomish,Edmonds,98020,2022,JEEP,WRANGLER,22,32.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,PHEV,N,Low,mikael.toivonen@example.com
1481,Kitsap,Bremerton,98312,2017,FORD,C-MAX,20,35.0,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,PHEV,N,Low,albartus.groenenberg@example.com
1485,King,Newcastle,98059,2019,FORD,FUSION,26,41.0,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,kristian.oland@example.com
1495,King,Issaquah,98027,2014,FIAT,500,87,5.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,francisco.mitchelle@example.com
1497,King,Seattle,98178,2022,BMW,X5,30,37.0,POINT (-122.23825 47.49461),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,helin.yusuf@example.com
1501,King,Burien,98148,2016,TESLA,MODEL X,200,33.0,POINT (-122.32806 47.46155),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,ada.hoppner@example.com
1502,Skagit,Mount Vernon,98274,2013,NISSAN,LEAF,75,40.0,POINT (-122.32267 48.41626),PUGET SOUND ENERGY INC,BEV,Y,Low,camilo.benavides@example.com
1504,Clark,Vancouver,98683,2016,CHEVROLET,SPARK,82,18.0,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Low,ahmet.kuday@example.com
1509,King,Seattle,98105,2015,FORD,C-MAX,19,46.0,POINT (-122.31307 47.66127),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,leanne.mitchell@example.com
1511,Stevens,Colville,99114,2013,NISSAN,LEAF,75,7.0,POINT (-117.90454 48.54657),AVISTA CORP,BEV,Y,Low,karla.sorensen@example.com
1526,Island,Coupeville,98239,2015,FORD,C-MAX,19,10.0,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,PHEV,N,Low,ege.gurmen@example.com
1529,Pierce,Edgewood,98372,2013,CHEVROLET,VOLT,38,31.0,POINT (-122.28556 47.18709),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,hilda.tejada@example.com
1530,Mason,Belfair,98528,2012,FISKER,KARMA,33,35.0,POINT (-122.82764 47.45054),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,PHEV,Y,Low,isla.makinen@example.com
1531,Clallam,Port Angeles,98363,2011,CHEVROLET,VOLT,35,24.0,POINT (-123.46296 48.11653),BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),PHEV,Y,Low,marina.castillo@example.com
1550,Snohomish,Monroe,98272,2020,MERCEDES-BENZ,GLC-CLASS,22,39.0,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,PHEV,N,Low,angel.duran@example.com
1552,King,Auburn,98092,2021,TOYOTA,RAV4 PRIME,42,31.0,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,jitendra.ferreira@example.com
